,TCGA-0001,TCGA-0002,TCGA-0003,TCGA-0004,TCGA-0005,TCGA-0006,TCGA-0007,TCGA-0008,TCGA-0009,TCGA-0010,TCGA-0011,TCGA-0012,TCGA-0013,TCGA-0014,TCGA-0015,TCGA-0016,TCGA-0017,TCGA-0018,TCGA-0019,TCGA-0020,TCGA-0021,TCGA-0022,TCGA-0023,TCGA-0024,TCGA-0025,TCGA-0026,TCGA-0027,TCGA-0028,TCGA-0029,TCGA-0030,TCGA-0031,TCGA-0032,TCGA-0033,TCGA-0034,TCGA-0035,TCGA-0036,TCGA-0037,TCGA-0038,TCGA-0039,TCGA-0040,TCGA-0041,TCGA-0042,TCGA-0043,TCGA-0044,TCGA-0045,TCGA-0046,TCGA-0047,TCGA-0048,TCGA-0049,TCGA-0050,TCGA-0051,TCGA-0052,TCGA-0053,TCGA-0054,TCGA-0055,TCGA-0056,TCGA-0057,TCGA-0058,TCGA-0059,TCGA-0060,TCGA-0061,TCGA-0062,TCGA-0063,TCGA-0064,TCGA-0065,TCGA-0066,TCGA-0067,TCGA-0068,TCGA-0069,TCGA-0070,TCGA-0071,TCGA-0072,TCGA-0073,TCGA-0074,TCGA-0075,TCGA-0076,TCGA-0077,TCGA-0078,TCGA-0079,TCGA-0080,TCGA-0081,TCGA-0082,TCGA-0083,TCGA-0084,TCGA-0085,TCGA-0086,TCGA-0087,TCGA-0088,TCGA-0089,TCGA-0090,TCGA-0091,TCGA-0092,TCGA-0093,TCGA-0094,TCGA-0095,TCGA-0096,TCGA-0097,TCGA-0098,TCGA-0099,TCGA-0100
Gene_79,1.791764446,1.934900164,1.82579373,2.992008116,2.508588377,2.059281115,3.366862539,6.433619955,6.16956454,1.039369328,3.627472381,2.48677914,2.937555202,2.227452338,2.882893032,2.932055456,2.035057596,1.736403858,2.172008159,3.056069558,3.66745577,4.164825961,2.123158819,3.132784682,4.398445997,4.86855631,2.639484342,2.43399548,2.990863426,1.529814159,2.467474714,3.944385594,3.747067615,2.374688326,3.030898471,1.799798708,3.864166765,2.614542897,2.367949224,2.268543696,2.634130289,2.172896733,3.777534386,2.23079545,6.028402486,5.655368391,1.740597169,2.81469001,1.963388269,2.30868066,7.398029891,2.330806375,3.254742028,3.563205806,1.648202522,1.772608628,1.487339293,1.745453894,0.653759943,3.569020543,7.592014116,2.92680203,1.338923015,1.971139513,2.160979471,1.634288614,4.179080805,4.076056685,1.525426592,3.906104252,5.832270244,7.037683746,11.38852206,1.731526995,11.15748098,2.27708657,2.02135337,3.201233446,2.031895971,3.318530519,1.404893369,2.412403851,5.169578293,2.641823383,2.91770659,3.447430953,4.880905787,1.188138319,3.641013314,2.377216892,2.954469025,4.618061761,1.496167254,1.638330572,1.032811836,2.065599562,5.286815989,2.559229933,1.390881268,2.13221347
Gene_80,1.291842053,1.548686185,3.301607447,1.511440753,4.741327466,2.623317805,2.83714241,2.365083945,4.000518266,4.021198304,3.214035061,3.605262389,2.444780063,3.564777015,2.2957535,2.72131661,2.369498016,2.162771996,1.925997665,3.434409664,5.234665557,4.88198054,1.450222992,5.178945819,2.318500752,3.670641739,1.727875007,2.918267029,3.179937656,1.293947475,3.684495402,5.327955089,2.490979551,5.366007048,2.472310784,4.156994202,0.896474901,9.110147386,5.741549506,2.357701604,1.014053319,3.139345015,1.320535355,3.395417637,3.339372315,1.697740782,4.761122748,4.066519002,4.427839062,2.730347395,1.339421717,4.432377563,2.374565089,1.356774143,5.344241804,7.765600286,2.662793968,8.000952342,2.845268287,2.24739563,1.983317153,6.162861531,1.840299002,3.926053234,2.055292313,2.159435011,4.549989144,2.247866574,2.220211164,4.789386618,6.041779856,3.752209632,1.959354559,2.105800648,2.829097148,3.191417039,1.658754542,3.902115999,2.837026977,1.152744753,1.708364976,2.112634323,2.621039921,6.99111039,3.062053144,1.785349251,3.035315589,2.279500013,3.197531544,3.633817845,4.975945106,2.685472667,6.168651545,4.280249624,1.908428689,8.206510748,3.201108822,1.790397654,6.211836132,7.682068083
Gene_81,2.673764403,2.11313974,2.493812144,3.885943703,5.149647818,3.615548834,2.860114343,5.748884783,2.324678532,4.551512836,2.353653027,3.37201834,2.568234551,2.643420992,2.250847341,5.325076169,1.884263411,1.877392552,7.849868522,4.432322807,0.824847425,2.049038442,1.098565603,1.689875155,0.565945592,2.538327022,1.53576571,2.800933147,1.206157119,2.833339147,2.209004278,5.76022469,5.505119243,4.025595304,2.308719657,7.33524049,1.250423584,1.347459119,2.606760988,8.389819902,2.456728401,2.480294687,1.321866591,4.362148855,4.377983049,4.033109235,1.98454499,1.909128043,1.423955945,2.834700395,1.583751398,1.508765471,2.199334119,2.128509378,2.077179026,3.43227154,2.827870348,2.353543312,2.978758086,1.655720861,2.865203313,2.930875683,1.282070784,4.472049824,1.749417976,2.843838999,4.865677034,4.318198835,2.765348576,2.267664616,4.365601386,3.808926873,1.995346042,1.826776935,0.964468997,2.935905492,2.608176003,4.797503543,3.252837026,5.296862145,1.918066958,4.802204895,2.086612235,4.010027226,1.310777934,3.057408463,1.007685412,2.378407764,3.387787309,2.09492075,1.607662379,4.149796242,2.581236648,2.128068321,2.77582489,10.15874155,4.839209713,4.861207355,3.379653399,2.954243574
Gene_82,0.8203361,1.935778995,2.137662182,1.064551909,1.523929361,1.009627817,2.666690211,4.093428919,4.727456213,3.344750932,1.679173704,1.034550901,1.1292635,1.441247,1.742934437,2.509605956,1.637086096,3.220343229,2.420231625,2.732652791,4.807250391,1.506643205,3.351313267,2.699356431,2.300799933,4.231803072,4.218615853,1.693427535,2.481640189,3.128663265,2.371438246,3.641918729,3.128632503,6.795635855,1.26473224,2.556865272,1.725900157,3.676840147,1.210960753,3.232178458,1.983723798,1.883099458,1.318837805,2.154291775,4.675098655,2.684261539,3.720433556,6.248371757,3.101474962,2.05566668,3.433657802,2.070627967,2.112323779,1.271317291,4.319452878,2.241171482,2.977396089,1.61934061,3.380331612,1.857124606,2.532344717,4.216110479,4.036506766,2.688504158,1.1229223,12.13877998,6.507331635,3.901407605,1.865255627,2.568196545,2.071534807,5.113724325,3.09953297,1.836603737,2.148183176,4.761649164,6.049943441,5.836701244,3.969007377,2.395728993,0.537537415,3.153711496,2.715797424,2.915353402,2.792531895,1.400555466,3.5919825,3.728880882,3.823512073,4.363561151,3.676737546,2.214408432,2.623689612,2.844998196,2.868673491,4.477696894,3.750294524,7.680400696,8.19262607,2.828721354
Gene_83,0.399186012,5.045093733,2.074690178,1.820767361,2.227271653,2.174238475,3.691876646,1.246428311,1.585880268,3.227085078,3.711633274,3.746308003,1.833967881,1.666735921,2.109988681,3.064659212,5.712968035,0.976560482,2.434242504,1.396069488,1.189911175,4.408252369,3.569095803,3.403202016,4.308168707,2.13857678,2.189517592,8.10811416,2.402991628,3.925783922,2.726969094,1.078823111,0.977932625,2.035024565,4.609183037,4.031529483,4.293226646,1.659434548,6.09784997,1.677917347,3.023491228,2.70424796,2.491943903,5.308429714,1.910652372,1.384303842,2.745594818,2.225733742,14.71241153,3.812380275,2.215171246,1.603107953,1.061683435,1.628062174,2.879080251,5.549258559,4.762842106,3.048188305,2.312701142,3.109326609,2.097363335,6.41848429,2.472933034,2.603433292,0.897707298,2.465223756,4.129854057,1.593828066,1.867573198,4.040447725,1.299099573,4.613101945,2.083247668,2.2382983,1.549699122,3.283871725,9.299270837,4.017856774,1.764482364,4.796134556,2.320215866,5.404557022,4.06875966,0.624021296,1.64536161,4.358781786,2.932421805,1.629253649,1.980214639,1.047998013,2.600785088,8.209933824,4.065215257,8.127135306,4.225757543,4.543690974,7.293907013,3.282586339,2.475361236,4.555470226
Gene_84,5.623308088,2.138314023,1.894993595,2.913712427,4.119572655,4.051331224,1.33364554,7.069593866,1.972728353,2.380873653,1.730954205,10.47681183,3.068028998,1.776264315,4.186904906,3.993100072,2.474742842,4.138375653,1.799221407,2.124509309,0.994904698,1.402174797,6.711452549,6.176268669,2.809184771,6.243030513,2.509196937,2.406792261,2.796183144,2.553689567,2.440985468,4.814821888,2.93019164,3.881574546,4.552562506,3.300562465,1.673411466,1.382048827,2.928207079,2.495207389,2.839692338,2.696549467,9.89259829,1.397782248,1.005039521,3.209735121,2.251932469,3.183667821,3.639846503,5.165760577,1.279394718,2.057807408,3.36820725,3.995752004,8.139467622,4.383519697,2.642183615,1.741561498,2.050031325,2.021113483,3.772043188,3.091012548,1.4023862,2.185947265,4.215523473,3.240835534,3.612219156,3.291886666,6.130126386,3.058796482,2.241148821,1.719652919,3.079615431,0.802236355,2.47900061,2.452431717,1.374052734,1.70892938,4.074828928,3.050653636,2.860207478,3.168232201,2.847136619,5.060327889,2.89132418,1.311135352,6.141475253,3.271243323,2.024601993,1.452518783,3.313341214,2.563603786,5.971949318,2.286555095,1.788378968,4.254163324,4.317346366,2.957444893,3.81209354,2.667539307
Gene_85,3.055467322,4.867086197,3.716042162,2.497681198,5.34510545,0.833244897,7.583968836,1.158377655,1.986657518,2.663234156,2.526309809,4.496078264,1.601725828,3.096843629,2.03581036,3.15052936,2.631657485,2.847575203,2.064808702,2.106374082,3.138158795,4.357322455,2.015485951,1.760532337,3.694074623,2.674461505,4.117511875,1.728236273,1.116591272,2.082351865,1.853032887,2.613279118,1.97699377,3.937352234,2.353550099,2.930688122,2.941198876,2.996597703,2.685684002,3.508892095,1.826081534,5.472354504,2.415077332,1.41089666,2.986304526,1.776081901,3.791141903,8.20548463,1.834393583,3.209727898,1.130033418,3.410819601,1.745678142,1.988901927,1.567303701,3.919937121,4.498086926,2.750252175,1.764357581,6.018039357,1.867862887,0.922178798,3.418474863,1.564572562,4.456235702,2.246629632,3.676115486,5.478055341,1.485231374,2.048343534,2.617355518,5.863669836,1.955818236,2.019294417,3.452402232,2.036811586,2.933695648,1.251360413,8.2248904,1.385616802,2.314337913,2.67449207,7.073419789,1.401547677,7.329095181,3.969294657,3.348617795,1.661437442,3.616731151,1.893177603,5.12090216,1.672750011,2.568753477,2.059294516,1.659039,3.937948524,3.552776369,4.975396667,1.11634778,4.627817391
Gene_86,9.513619968,2.16881179,7.011658797,2.383140996,1.368609323,2.333067158,4.591018908,1.78766761,2.013411749,3.657462921,2.722444142,3.641193368,3.061529937,3.45496615,2.189885824,3.052208635,1.709692444,5.176953787,1.979536332,4.779919684,2.418618524,3.007170205,2.122336755,1.635587856,1.136120974,1.603739229,2.311844229,3.022062633,4.505007954,2.175201426,1.748957013,1.321335024,3.455723386,5.428143929,5.120054758,3.876630599,3.740695881,6.352267844,3.209261122,3.754911957,2.315459299,1.375721491,1.931072503,2.705861865,2.802165991,7.121674835,2.831024283,4.900914018,2.18684831,2.326027919,1.398634189,1.8754263,3.537749164,2.728576624,4.355630213,2.97613945,2.27908292,7.957766992,2.593603485,4.862246067,2.224195766,3.875984673,4.323251709,3.016948787,0.837577518,2.74320304,5.029044591,3.538632724,3.397090866,1.148976485,1.896049412,3.339024891,3.33739859,4.989488453,2.528349258,3.329799338,2.740628082,1.659520378,0.879945183,3.371995974,2.965286349,1.995535587,1.209749692,3.724265895,2.379855955,3.591023866,6.903470562,0.931726986,1.915923201,2.448099951,5.626080886,1.199372484,7.15585221,2.909344944,2.590885396,2.461990375,2.185552122,4.590818725,1.593192115,3.230726682
Gene_87,2.243212897,1.856946135,9.904484039,3.351893357,3.693715169,4.801308046,1.33552574,6.528295966,0.775320653,1.85079781,2.160812187,3.635918213,3.032414397,2.500754858,2.702024556,1.66693813,1.285803485,3.908899244,3.84530551,6.002927024,1.831236555,3.843592996,2.358784952,4.929499653,4.531175456,3.021050745,2.293857554,4.394993663,3.75636698,1.930501471,1.399479894,2.353099863,5.799124209,4.822264251,1.558675255,1.516069745,5.14148488,1.540615555,3.506602647,1.997635822,6.101425682,1.849263775,4.814733833,2.981508341,3.083599018,1.014956454,0.903520322,2.43444068,3.075455535,1.548677105,1.577203425,3.59928896,3.601776659,2.537373446,4.015255014,1.511192164,2.275119416,6.196216122,2.812745535,2.895495511,8.610421681,1.350302872,4.047968634,6.246324057,2.310747434,4.177927848,1.663610518,1.92829039,3.295253857,4.052294794,4.761050115,5.958473317,2.628140917,4.937237072,2.290677392,4.267574597,3.015435906,3.396817465,3.359371615,1.218532779,1.549510494,2.8612847,1.169247594,4.118979966,4.202913533,3.201390595,1.551827073,5.419857206,7.52781871,2.925713591,3.508777511,3.006778763,3.543746832,2.560546268,2.671707764,4.275319345,8.782947706,1.34981073,2.580785365,1.506470891
Gene_88,6.025572221,2.026136982,1.321013973,3.740029501,6.502297379,3.787851358,3.011381485,3.335326119,5.51471697,1.75575746,2.570438348,2.167674482,1.515987962,2.306687171,4.729694194,3.608532118,3.751498087,2.924834231,3.531285226,1.821581043,2.328548372,2.9921797,3.122887109,3.190232913,2.536619677,2.250805832,13.18244001,4.277606552,3.342014397,2.419100437,2.169269742,2.54619402,3.146889239,1.061605333,1.240240363,1.976957023,3.014909214,2.41177605,5.691993926,1.295376785,1.866989546,5.81270402,2.902462929,4.230927734,7.580835908,1.921483975,2.586596273,2.372125882,1.022963184,2.327515985,4.222937997,3.561902353,3.704475135,2.252961357,1.958054507,5.127549352,2.119841723,3.14886169,2.949593429,5.645498535,4.418084269,1.422435708,1.501137894,3.630806896,2.632229423,2.164986461,4.516845907,2.985387909,2.790522051,4.014506077,2.253411979,5.955168469,1.833040729,3.775242176,5.567334643,1.36527006,2.289497617,4.811956203,4.848271617,2.494908861,1.882620056,4.384027889,4.912458608,1.518416971,1.488908313,3.042344213,3.723560435,2.340736111,3.817695277,1.905856848,0.944266541,2.199102811,2.805596222,2.368081231,1.523024816,1.096557264,2.102139421,4.258120586,5.094180041,4.922697694
Gene_89,1.807681767,1.526758466,3.484474722,3.734261242,3.320398489,0.992993027,1.762190624,2.678228597,3.468107643,3.989451215,2.921586414,3.207179541,2.836108112,3.829788911,3.1785745,2.809113154,2.376943932,2.831044465,3.463555593,3.107248769,3.28843974,5.319402211,3.103659693,1.965016692,4.228314258,1.37286642,1.582954931,3.215309538,3.519075573,1.458596086,2.244743497,2.007636348,2.13115021,4.35706597,3.86999313,2.692415942,2.068904079,1.384273101,5.529472761,3.654856935,1.909163996,3.895413163,2.624494195,2.354775156,3.379087708,1.876204541,2.289015335,2.888480346,2.117581009,3.798258245,6.920813025,1.864235284,1.182271221,0.999130295,2.521278034,1.951147586,3.015996382,2.904609146,1.219439805,1.096976858,3.151777628,2.908723768,2.196996062,1.186998922,3.440771197,5.134332131,3.123615735,1.779376558,2.779513974,1.372924257,4.61347033,2.831827229,1.12290777,2.338858102,3.426881812,2.301304623,2.368015208,1.473733382,3.608421769,1.965536822,0.924758471,2.257755808,4.439646951,2.240133084,6.481762684,3.368555355,3.219992664,2.549254254,2.627037791,2.382828393,2.33699357,3.544629287,1.702477231,1.587329565,1.55022871,7.559668,3.543700254,3.165294502,1.601983686,3.712372464
Gene_90,2.564373827,3.025524517,1.668107653,2.945075427,2.199177069,1.853719982,3.923770948,1.260043313,3.605239241,3.82761949,1.750984432,1.80369217,2.431448473,3.129953365,2.518270872,3.376302683,6.563275723,2.108847554,1.153049319,4.108104753,6.30698209,3.30813366,1.577948621,2.555004075,1.55385394,3.748769853,1.383137956,2.339496199,1.645149213,2.8962371,2.263311851,2.969462772,2.748829755,1.659755805,3.718939443,2.652803948,1.658204675,8.334998015,3.449450984,2.517760267,5.515720365,6.827153379,2.527739156,3.233932029,1.658640998,2.525410502,2.460756254,2.981461203,3.210350879,3.596331235,3.061243874,1.483833122,1.70023495,2.068443083,2.360514737,4.596922902,1.519726686,2.273436301,4.377618036,2.33979019,3.421940627,2.535089592,3.090681537,2.4248356,3.794424439,1.255422032,2.266742992,3.15278547,3.549645091,5.734360932,2.235550858,5.695867324,1.955191391,5.282097147,4.090771419,1.721628612,3.169328129,2.649529514,3.716536911,2.431149537,2.331185385,5.390010276,2.587363886,4.109129321,2.428622581,6.254690296,1.936404079,1.999562156,5.825580147,2.176083724,6.052897924,4.245757673,2.516012097,1.097849497,2.69215193,2.85998113,4.872508353,6.014802944,1.929973767,4.05759682
Gene_91,3.98565266,4.649252022,3.488057378,1.029168459,2.51504019,1.525231516,2.456400614,4.437104917,3.166337059,4.826132553,3.224819438,1.420255848,0.770725112,2.92824826,2.442535812,1.667836254,1.16146992,1.88255217,2.466386829,3.792171886,2.98713741,6.074098746,1.619630395,4.222931039,2.783333671,3.847157493,2.185276944,4.64522675,3.150661337,1.935329328,2.701988506,2.411435156,3.471508325,1.506985994,2.678680035,3.31233582,2.763537753,5.330636355,4.002869132,2.708133363,3.029339318,3.151355809,3.325598979,1.091083241,2.337862037,1.294054698,5.150740412,2.636824204,2.46780607,4.256293308,3.357385005,1.546018232,2.623599733,2.298867277,1.136250215,1.924876642,2.479928772,2.566452344,1.295483893,4.834766294,2.582992138,2.769803941,3.321182251,1.833014488,3.415001685,2.262482534,1.736214606,3.620904102,5.730695657,3.905612756,4.31237494,2.095274763,1.222857258,5.726295208,7.593232915,5.879098224,2.298155927,1.526050203,1.595454504,1.171322809,2.576187752,6.066846689,2.532403075,3.161863124,5.407562745,2.220988449,7.52150107,7.359906315,2.545798442,2.036500448,3.852102192,2.284706406,1.524585228,5.158363236,4.99393259,2.938078517,1.445662398,1.469962477,2.867999201,2.117136531
Gene_92,2.292065862,4.531176313,3.921952665,5.414450188,1.656469265,2.289662017,3.972878312,3.40089683,5.848529086,3.354384691,6.848670543,3.560884257,4.623184363,2.312299599,2.737769687,4.286507085,6.089031789,3.914229389,2.607557903,5.412264136,0.908473711,1.334935197,3.822165366,2.737524865,3.679426235,2.807245522,3.616377547,1.80904411,3.615546584,4.469190357,5.004188701,7.439302893,3.071141209,3.117263531,1.269234253,2.084010786,2.468125518,4.595877822,2.002706344,4.047785777,2.71607858,2.487842683,3.078513912,2.235403646,2.193462567,1.159057352,2.40133035,2.138310277,2.100151543,3.348245681,3.778457949,3.052916161,4.471426992,3.624734205,2.345437391,2.156684001,3.178505502,3.621482799,5.468050495,4.931220496,2.073552867,2.583117131,3.801930266,4.636681373,4.346994707,2.632834661,1.452067893,1.649598313,3.115272901,3.225580034,1.569348105,2.779538218,3.727031896,1.528652566,4.723256985,2.250684576,5.097787165,2.081885091,1.626917725,2.161779024,2.591990047,2.238397139,2.44000305,3.21228517,2.495303375,2.629894689,1.156486813,3.306363708,2.599705973,6.08086217,1.699301724,1.100596533,3.702596191,3.232524818,1.641784056,1.265067553,5.863216626,5.512703716,0.783700475,2.161686027
Gene_93,6.246966759,2.142490037,2.126960325,2.359902574,1.552011006,1.159063241,4.600999927,1.081697479,3.076017455,4.2346037,1.315723692,1.712348463,4.985778672,3.548219258,1.996423134,4.95860525,4.969244725,3.109700274,1.733114166,2.210625812,3.136769259,2.473669277,4.346967994,1.265051661,1.287713591,2.975569817,2.125969201,1.986701434,1.122964025,2.744977621,2.647517599,3.768735338,2.813566981,2.543899044,4.896400378,1.41024909,3.554429632,1.178716834,1.787501903,1.482413398,4.018751442,2.630818155,2.699990833,1.563041349,2.340005435,1.855709956,3.292764572,1.656081769,5.285129819,1.176106933,1.816188517,6.287730878,2.186781058,1.408549805,3.032950115,2.143208229,1.789730182,1.571553459,10.8502357,2.397014608,1.037917519,5.736532189,3.689664205,1.852927433,1.704787476,3.806599984,2.402574417,1.03770453,6.643374102,2.188036943,5.741875323,5.151137062,1.647889252,4.556682935,1.962616879,1.068920977,2.198336454,3.316197353,2.156813015,2.331416049,4.815226201,2.866944963,1.783095403,3.86134343,3.000676561,0.770433142,3.367519624,3.306579773,2.745767307,4.245460483,1.942164762,3.216358743,1.24174831,3.331908263,7.217653122,1.652966948,1.859111962,1.905972312,2.900836411,1.597567027
Gene_94,3.355576838,4.151293501,3.550802402,1.122762636,4.47087363,4.34351404,4.116818623,3.275338178,3.034645632,4.554859564,7.111809725,1.687890912,4.660220189,2.603590492,2.547629895,1.260785141,2.357508392,1.650977474,2.155607929,1.569734989,2.171777174,2.21875188,2.853018222,1.212428131,1.319484231,3.257490571,1.824454323,4.651849559,3.042364049,3.681723832,5.503290358,2.328314451,2.039605991,4.203221659,3.506985309,2.475233772,5.450617928,2.44459104,2.763192789,2.747279984,1.703530824,2.825803347,5.465087261,3.395612502,2.760830977,2.507074058,3.207312998,3.954615249,3.686285883,2.30266597,3.197568883,3.455509351,1.642800662,2.956822673,0.922514723,3.459994,3.781691995,3.950227068,2.231059476,3.172511094,5.539902619,5.51176459,2.678919791,2.914387901,4.737244191,1.283510616,2.31280744,5.300415575,4.426460457,3.269483067,1.280286393,2.651286207,2.023932299,3.207588637,1.813623282,1.627651702,0.968087659,5.007327514,2.225796311,2.940480172,2.715241614,1.594058107,1.448411653,1.644345507,1.893478816,3.265141576,1.826024443,6.509387175,4.542945172,4.072185262,2.560418057,5.795839705,2.437559136,2.676123502,2.959402145,3.860943255,3.737638667,2.143494328,2.082362654,3.743239746
Gene_95,3.886924749,2.232951912,1.229252136,2.450622201,3.712713086,6.704027218,1.493348657,2.196168769,2.237363624,5.354314421,2.671203847,1.726915243,3.594294192,2.220385301,1.473744386,1.73952719,6.468996378,3.294006519,2.868760422,2.399002755,3.145819476,3.127137261,3.145850913,2.878941078,4.19712249,2.749865972,1.667008299,2.001283159,1.010545873,7.488799902,4.184458463,1.794927718,2.360981861,1.97696287,5.878335277,1.336509571,2.878409917,2.574707869,4.109984739,2.580531502,1.128507047,2.397534896,1.671830094,2.8286223,5.568292858,1.139155704,1.821915887,2.061952858,2.246075458,3.935597969,2.492354363,3.346454285,1.987968928,3.049452824,4.010431395,1.884853738,4.017577303,2.790403989,4.584724975,2.457857536,3.289127485,2.663648725,2.590611295,3.094001429,3.555173031,1.455307974,5.566780081,1.072688892,1.930142714,2.593129544,3.340692045,5.978001196,1.073424769,2.108871427,0.938552256,2.761602113,3.113793607,6.021870173,2.887287212,4.58143636,3.639762895,2.186661391,1.343824464,3.118964791,1.289106047,5.194516429,2.506704517,4.941103594,2.138046973,3.109386355,3.018241656,2.657744793,2.18949351,3.307617062,1.710726901,1.484803344,5.06023764,3.91018229,2.809329392,6.249935797
Gene_96,2.377661022,5.266424188,2.967699408,1.628443458,6.848434568,4.460921787,2.558674842,3.910188685,2.22142367,4.114735346,0.822391037,1.632478371,4.43545353,2.39928849,3.015516566,1.386256805,6.847841532,4.929634374,2.458760573,2.220321647,4.548521253,7.324575676,4.37926161,8.051845612,1.713990599,1.804541576,1.500096502,3.390170872,2.96774313,2.519409222,4.074016281,5.033745316,1.267655074,2.01680381,4.096249492,2.151425527,1.823753905,4.523421669,1.426537194,2.337799485,3.203750046,2.0402861,4.021189796,2.045334841,5.497589628,2.552636767,3.80240997,3.947221748,1.986213373,0.97361116,3.25560419,2.818329049,3.589141415,2.427194986,2.191938146,7.420426279,1.3018977,3.923465185,2.039488561,2.29816434,2.31972486,1.818992657,3.616881191,5.448398967,3.438402007,2.862487489,1.659937167,3.519829789,7.989872609,2.247127397,2.252426795,2.053314742,2.128234755,0.688906462,3.328486489,1.781087106,1.215151111,3.961390004,1.582476631,2.29484539,5.658852853,1.343653103,1.263266571,3.110094448,4.829503571,1.237173251,3.332906908,3.634602567,0.970852971,4.052162418,4.213539117,2.325900355,5.084380439,4.798137334,2.862109564,2.169024017,1.671273739,2.667704181,3.614232271,2.311534453
Gene_97,0.905968717,5.126160545,2.989516327,2.248330075,4.172766288,5.825933815,0.66967967,3.377486605,1.331991772,3.488790984,2.897834115,3.735431211,2.117796566,1.065431567,2.170192567,3.33150388,4.516313954,1.512984741,4.54273936,1.966123534,3.258363061,2.106553129,2.977503846,4.245836337,1.471810037,1.934883372,2.981663284,9.032162611,1.765449168,7.538829589,7.405416203,2.589188289,2.341809069,1.923155642,2.627147705,1.345331275,2.616612367,5.745633281,2.002622294,2.410026752,1.161171911,3.277336481,3.102601157,2.806255914,2.438995989,2.348134165,3.493660767,2.679396812,3.181923652,3.026755969,4.76698316,3.81330798,2.993463031,5.807853279,3.353934937,5.219916181,3.682056046,1.08224811,5.219582311,2.908356429,2.648577265,3.128877061,2.287611863,3.045041196,2.02194914,5.140426894,2.568201743,2.245005741,1.711785696,3.109269759,2.984862106,3.300956605,1.626408251,1.220681611,3.716549378,5.71058192,1.627138888,6.017793367,3.132888835,2.708699276,2.228270339,1.3603486,4.454274772,1.844478938,1.840609307,4.463633654,1.060253761,1.268964349,2.693746238,3.147606159,3.463803712,2.337543878,9.632904928,2.425538886,2.422032162,1.824866193,2.892014761,3.69684819,4.961901466,1.290923518
Gene_98,2.403683448,3.398559976,3.645628459,2.727196965,3.565170878,1.813970435,5.923649427,4.465200202,1.38754515,1.587957304,1.610491038,3.815169087,1.429945193,2.303633901,3.412182781,2.629824286,3.093935044,1.595358769,3.659868386,2.000493807,2.311022721,3.061380212,2.862052746,2.751070227,1.86766052,2.340174021,2.721251257,1.366779692,2.157032678,3.299727666,1.435167688,4.846664933,5.128466216,1.45852363,5.359173774,2.529974454,3.350994876,2.120547848,4.312519972,3.330248778,1.80926986,1.518008077,1.309766376,2.986108063,3.619137385,3.764002325,2.562566903,1.524248912,1.932786223,4.836417784,2.133333367,2.920365604,1.587522712,3.216492637,2.162268104,4.587596997,4.001938437,2.121550155,2.55146572,2.063579054,1.336806288,1.770529732,3.001489495,3.19833304,2.927866357,2.337620363,4.334183764,2.806030784,3.863706338,1.119757825,0.382433642,3.13269612,1.333246804,2.444337558,2.33719497,6.0116563,3.3201112,2.953318677,4.130901142,3.268230783,2.162276287,4.64475193,1.56068517,3.195116639,1.253845342,3.01009587,2.993654317,6.285387413,1.242981654,2.012859629,4.10145264,3.21445758,2.97472776,1.685280719,2.023018749,5.065842716,2.649167403,3.27946352,2.566147727,1.504494923
Gene_99,4.335795991,3.495988584,8.609088251,1.635926499,4.10122808,1.410900308,2.940775388,4.429351985,0.964575126,2.453544621,2.051138763,1.913667104,3.295659587,4.760453102,2.543041085,3.012418407,2.878169139,2.720734153,1.576691527,4.731405484,3.150615038,3.311630761,1.816197783,2.160608297,2.489129127,1.262302776,1.168806143,2.012999775,3.529867671,1.960954423,1.633291659,1.8087883,2.164801753,2.277482164,8.026597592,4.605772068,4.537549262,4.875829199,1.649693586,1.47523558,1.562934047,5.29759565,2.067632237,1.454005132,2.191315175,2.412581254,3.108706231,3.081681872,1.796624664,3.829859798,1.974673826,2.513966618,3.832000671,1.972080936,2.044849695,3.654042266,1.770272362,2.24252842,3.588990944,7.591629211,3.679225442,3.442919769,3.544513063,1.589476732,2.880023257,2.678124553,3.192461567,2.881335858,3.286587652,2.326270642,2.799118255,1.471210773,2.316474368,5.448916459,3.188033184,2.689995394,7.015076636,1.376552948,1.560915054,6.400369388,2.781472512,2.407787996,1.492418319,3.400247194,3.568801891,1.572635414,2.534159965,2.298466322,3.089436072,1.553289405,5.083366441,4.296977596,2.266897645,2.439494008,2.539047282,1.841988553,2.17773488,2.374685045,6.08869751,4.36365127
